Date,V,MA,spread,anchor,anchor_var,residual,signal_vol,zscore,position,gross_return,transaction_cost,net_return,equity,turnover
2016-07-27,73.8833,90.4033,8.756434900192247,8.328998672726161,0.881229244637041,0.42743622746608523,0.7583972040347439,0.5636046984246311,0.0,0.0011614241817339448,0.001,0.0001614241817339448,1.2454204688780506,1.0
2016-07-28,74.5046,92.5815,8.055381489969577,8.320481864773555,0.881229244637041,-0.2651003748039784,0.8522686629480739,-0.3110525897866201,0.0,-0.0,0.0,-0.0,1.2454204688780506,0.0
2016-07-29,73.4288,91.8398,7.429856728405966,8.292759617333582,0.881229244637041,-0.862902888927616,1.003026990089127,-0.8602987730678514,0.0,-0.0,0.0,-0.0,1.2454204688780506,0.0
2016-08-01,73.6253,91.6754,7.726161567557838,8.27512327327198,0.881229244637041,-0.5489617057141416,1.0505815268841343,-0.5225312759327483,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-02,73.6438,91.8498,7.638785874442959,8.255316171377691,0.881229244637041,-0.6165302969347319,1.0833248861343963,-0.569109327059478,0.0,-0.0,0.0,-0.0,1.2454204688780506,0.0
2016-08-03,74.0504,91.6853,8.145251422134464,8.25189021573334,0.881229244637041,-0.10663879359887574,1.054707289233484,-0.10110747757927818,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-04,74.7724,92.4848,8.381886647791887,8.255936579471218,0.881229244637041,0.12595006832066957,1.0120627339886157,0.12444887465057708,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-05,75.3929,93.4219,8.433486922918291,8.26146314093137,0.881229244637041,0.1720237819869208,0.9685763051094057,0.17760478041788336,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-08,75.2181,93.3241,8.318059874676521,8.26322481213636,0.881229244637041,0.05483506254016213,0.9307044534955471,0.05891780396474108,0.0,-0.0,0.0,-0.0,1.2454204688780506,0.0
2016-08-09,75.3206,93.2454,8.468337495365404,8.269609299083072,0.881229244637041,0.19872819628233174,0.88853875504227,0.2236573195649499,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-10,74.9649,92.8526,8.35110063903241,8.272145857953962,0.881229244637041,0.07895478107844767,0.8516536456168446,0.09270761827275625,0.0,-0.0,0.0,-0.0,1.2454204688780506,0.0
2016-08-11,75.3744,93.0839,8.620181786868002,8.282979078065745,0.881229244637041,0.33720270880225733,0.8102653082114826,0.4161633299425995,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-12,75.2824,92.6892,8.767798392787967,8.298069917586876,0.881229244637041,0.46972847520109084,0.7711026141027617,0.6091646774504282,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-15,76.1197,92.9962,9.418723176123592,8.332952188094392,0.881229244637041,1.0857709880292,0.7622843845428611,1.4243647253515923,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-16,76.0251,92.2056,9.804084890439086,8.378743737340095,0.881229244637041,1.4253411530989908,0.7809636408867806,1.8251056495799503,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-17,76.1865,92.1778,9.982361864456252,8.428659124525836,0.881229244637041,1.553702739930415,0.8015648591828154,1.9383368945519819,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-18,75.6479,91.8688,9.631351251913259,8.466094996688085,0.881229244637041,1.1652562552251737,0.7781310756947802,1.49750638629197,0.0,-0.0,0.0,-0.0,1.2454204688780506,0.0
2016-08-19,75.8377,91.8199,9.850837727792353,8.50919750869324,0.881229244637041,1.3416402190991121,0.7650994209860471,1.7535501691662883,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-22,76.3936,92.3692,10.073265719604265,8.557881836347313,0.881229244637041,1.515383883256952,0.7625327172596401,1.98730342837338,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-23,76.1484,92.8526,9.534600639032405,8.588283898024736,0.881229244637041,0.9463167410076689,0.7261377509985153,1.303219313011043,0.0,-0.0,0.0,-0.0,1.2454204688780506,0.0
2016-08-24,75.6666,92.121,9.496944314966157,8.616567524759208,0.881229244637041,0.8803767902069488,0.6907894928379648,1.2744501752481847,0.0,-0.0,0.0,-0.0,1.2454204688780506,0.0
2016-08-25,75.6948,92.1778,9.490661864456257,8.64377522256773,0.881229244637041,0.8468866418885277,0.6570719248664697,1.2888796642173261,0.0,-0.0,0.0,-0.0,1.2454204688780506,0.0
2016-08-26,75.9324,93.0251,9.213878408170501,8.661520670043034,0.881229244637041,0.5523577381274674,0.6312298109026895,0.8750501459010132,0.0,-0.0,0.0,-0.0,1.2454204688780506,0.0
2016-08-29,76.2147,93.3241,9.314659874676508,8.681850757196697,0.881229244637041,0.6328091174798107,0.6030075470230633,1.0494215546784984,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-30,76.499,93.6233,9.417319924103282,8.704743506791225,0.881229244637041,0.7125764173120572,0.5741851034395906,1.241022125170871,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
2016-08-31,76.2432,93.1806,9.430276629045707,8.727326979814531,0.881229244637041,0.7029496492311758,0.5468185425881014,1.2855263574349605,0.0,0.0,0.0,0.0,1.2454204688780506,0.0
