Date,V,MA,spread,anchor,signal_vol,zscore,position,gross_return,transaction_cost,net_return,equity,turnover,notional_turnover,beta
2012-02-14,26.1475,37.2119,1.001795751703595,0.0,0.5988624175348195,1.6728312252878146,-1.0,-0.013218723935620883,0.0,-0.013218723935620883,0.9980207368230416,0.0,0.0,0.6070853963009164
2012-02-15,26.1671,36.9656,1.0819757162731216,0.0,0.7024120454567482,1.5403718134838642,-1.0,-0.0034700662402149416,0.0,-0.0034700662402149416,0.9945575387571575,0.0,0.0,0.6070853963009164
2012-02-16,25.8729,36.9835,0.6619087159874324,0.0,0.7282080670353286,0.9089554839486834,-1.0,0.0062760136043495994,0.0,0.0062760136043495994,1.0007993954007057,0.0,0.0,0.6070853963009164
2012-02-17,26.1475,37.2547,0.6184044377746059,0.0,0.7111064057179356,0.8696369949730132,-1.0,-0.0022753925140371074,0.0,-0.0022753925140371074,0.9985221839483581,0.0,0.0,0.6070853963009164
2012-02-21,25.959,37.5897,0.11378779043015363,0.0,0.6380209977195559,0.17834489905012407,0.0,0.008036078315861698,0.0005001525051374195,0.007535925810724278,1.0060469730469555,1.0,1.000305010274839,0.6070853963009164
2012-02-22,26.4475,38.2725,0.05027734412264717,0.0,0.4831050634550366,0.10407124231544422,0.0,0.0,0.0,0.0,1.0060469730469555,0.0,0.0,0.6070853963009164
2012-02-23,26.4767,38.2057,-0.004765416970927916,0.0,0.2762758679632188,-0.017248763006555267,0.0,0.0,0.0,0.0,1.0060469730469555,0.0,0.0,0.6070853963009164
2012-02-24,26.7201,39.0999,-0.3159172723554118,0.0,0.2583587856828632,-1.2227850952326504,1.0,0.0,0.0005,-0.0005,1.0055439495604321,1.0,1.0,0.6070853963009164
2012-02-27,26.5648,39.6431,-0.728808994588741,0.0,0.3626984757395112,-2.0094073819934364,1.0,-0.009613493363869626,0.0,-0.009613493363869626,0.9958771594742537,0.0,0.0,0.6070853963009164
2012-02-28,27.0427,39.8845,-0.3884791709460851,0.0,0.37215085773170886,-1.0438755221844676,1.0,0.0065443306491906935,0.0,0.0065443306491906935,1.0023945088918302,0.0,0.0,0.6070853963009164
2012-02-29,26.4505,39.5106,-0.6444392212214742,0.0,0.4190413056168806,-1.5378894934302003,1.0,-0.007125229987049646,0.0,-0.007125229987049646,0.9952522174782202,0.0,0.0,0.6070853963009164
2012-03-01,26.6391,39.5505,-0.3703364244440639,0.0,0.3814440103253712,-0.9708801669953278,1.0,0.003259074044558994,0.0,0.003259074044558994,0.9984958181479934,0.0,0.0,0.6070853963009164
2012-03-02,26.4037,38.8317,-0.11024191863862587,0.0,0.3535953897369695,-0.31177419683167246,0.0,0.003967906162918053,0.0004933684316149634,0.00347453773130309,1.0019651295426968,1.0,0.9867368632299267,0.6070853963009164
2012-03-05,26.4221,39.2883,-0.2730402243978718,0.0,0.30186482064160375,-0.9045115751399377,0.0,0.0,0.0,0.0,1.0019651295426968,0.0,0.0,0.6070853963009164
2012-03-06,26.1076,38.415,-0.022129790051564235,0.0,0.28361063848991497,-0.0780287727195084,0.0,0.0,0.0,0.0,1.0019651295426968,0.0,0.0,0.6070853963009164
2012-03-07,26.2892,38.733,0.01020333642440363,0.0,0.2454990737246564,0.04156160864316479,0.0,0.0,0.0,0.0,1.0019651295426968,0.0,0.0,0.6070853963009164
2012-03-08,26.8209,39.2534,0.25516043315985293,0.0,0.1876282075285299,1.3599257623406884,-1.0,0.0,0.0005,-0.0005,1.0014641469779255,1.0,1.0,0.6070853963009164
2012-03-09,26.6361,39.4657,-0.027916612678149377,0.0,0.1665386519203295,-0.1676284295342106,0.0,0.006193043010861316,0.0004994480296773906,0.0056935949811839255,1.0071660782189946,1.0,0.9988960593547813,0.6070853963009164
2012-03-12,26.4896,39.4977,-0.19515036702199318,0.0,0.16477629299647223,-1.1843352188179839,1.0,0.0,0.0005,-0.0005,1.0066624951798853,1.0,1.0,0.6070853963009164
2012-03-13,26.6595,39.8147,-0.18361389371556136,0.0,0.1715860103405465,-1.070098275209868,1.0,-0.00044673924649556813,0.0,-0.00044673924649556813,1.0062127795353133,0.0,0.0,0.6070853963009164
2012-03-14,26.5394,39.6451,-0.2014769119226809,0.0,0.17062250441825633,-1.1808343372383603,1.0,-0.00033716651957835,0.0,-0.00033716651957835,1.005873518274482,0.0,0.0,0.6070853963009164
2012-03-15,26.5952,39.4687,-0.03916300655694194,0.0,0.17046582264845273,-0.2297411055687497,0.0,0.003218699017308068,0.0004994932568835263,0.0027192057604245416,1.0086086953396325,1.0,0.9989865137670527,0.6070853963009164
2012-03-16,26.5219,39.5265,-0.11719224912814852,0.0,0.16657661713941097,-0.703533611983897,0.0,0.0,0.0,0.0,1.0086086953396325,0.0,0.0,0.6070853963009164
2012-03-19,27.018,39.9911,0.07993183740247645,0.0,0.167002074959375,0.4786278099952992,0.0,0.0,0.0,0.0,1.0086086953396325,0.0,0.0,0.6070853963009164
2012-03-20,26.4866,39.4149,-0.07886308847280876,0.0,0.1633595105589941,-0.48275786455866554,0.0,0.0,0.0,0.0,1.0086086953396325,0.0,0.0,0.6070853963009164
2012-03-21,26.5394,39.3162,0.04424146045436572,0.0,0.15680173923761517,0.2821490416462972,0.0,0.0,0.0,0.0,1.0086086953396325,0.0,0.0,0.6070853963009164
2012-03-22,26.6615,39.2155,0.2411141062098885,0.0,0.12417142677625324,1.9417841323862404,-1.0,0.0,0.0005,-0.0005,1.0081043909919627,1.0,1.0,0.6070853963009164
2012-03-23,27.0035,39.8874,0.16407421959731217,0.0,0.13505252121184233,1.214891940743162,-1.0,0.0013057743404245215,0.0,0.0013057743404245215,1.0094207478381894,0.0,0.0,0.6070853963009164
2012-03-26,27.2957,40.986,-0.20092727724740733,0.0,0.14710574730706363,-1.3658696612852144,0.0,0.007316567094875353,0.0005093632469669909,0.006807203847908362,1.016292080637032,1.0,1.0187264939339817,0.6070853963009164
2012-03-27,27.2371,40.5154,0.010945583970604744,0.0,0.14033315134142585,0.07799713657091976,0.0,0.0,0.0,0.0,1.016292080637032,0.0,0.0,0.6070853963009164
2012-03-28,27.1324,40.2194,0.06150777558524023,0.0,0.1306236700036042,0.4708777175189083,0.0,0.0,0.0,0.0,1.016292080637032,0.0,0.0,0.6070853963009164
2012-03-29,27.0553,40.2852,-0.051979920883396424,0.0,0.1317078608451913,-0.39466073285096737,0.0,0.0,0.0,0.0,1.016292080637032,0.0,0.0,0.6070853963009164
2012-03-30,26.8268,39.5605,0.13104895616330214,0.0,0.1324568905439363,0.9893706218313562,0.0,0.0,0.0,0.0,1.016292080637032,0.0,0.0,0.6070853963009164
2012-04-02,27.0505,40.645,-0.2671878420609257,0.0,0.16093906069735603,-1.6601802005255222,1.0,0.0,0.0005,-0.0005,1.0157839345967135,1.0,1.0,0.6070853963009164
2012-04-03,27.3652,41.2062,-0.2722969594256126,0.0,0.18487175827407284,-1.4728964660028367,1.0,-0.0005025825071594411,0.0,-0.0005025825071594411,1.0152734193601316,0.0,0.0,0.6070853963009164
2012-04-04,27.0505,40.5672,-0.17423300811208442,0.0,0.19397259959913152,-0.8982351552340825,1.0,0.001397982719667209,0.0,0.001397982719667209,1.0166927540561346,0.0,0.0,0.6070853963009164
2012-04-05,27.5076,41.5342,-0.24802969549477272,0.0,0.19246542985249057,-1.288697381575838,1.0,-0.002514627845028638,0.0,-0.002514627845028638,1.0141361501469461,0.0,0.0,0.6070853963009164
2012-04-09,27.1666,41.3518,-0.40570573377518393,0.0,0.223145313655415,-1.818123478056465,1.0,-0.004367547690224847,0.0,-0.004367547690224847,1.0097068621467984,0.0,0.0,0.6070853963009164
2012-04-10,26.5374,39.9851,-0.19013529996647982,0.0,0.23214180363344716,-0.819048086085797,1.0,0.0038358719373602665,0.0,0.0038358719373602665,1.0135799683642674,0.0,0.0,0.6070853963009164
2012-04-11,26.6839,40.4845,-0.29336964075372407,0.0,0.24529379076187538,-1.1959929350128533,1.0,-0.003083506952236225,0.0,-0.003083506952236225,1.010454587485169,0.0,0.0,0.6070853963009164
2012-04-12,27.5125,40.8554,0.3106630169629989,0.0,0.24443973304683697,1.2709186558613732,0.0,0.011771653776915445,0.0005102783670737572,0.011261375409841687,1.021833695929436,1.0,1.0205567341475144,0.6070853963009164
2012-04-13,27.9982,41.4634,0.4044918974042213,0.0,0.27391664319401904,1.4766970443548915,-1.0,0.0,0.0005,-0.0005,1.0213227790814714,1.0,1.0,0.6070853963009164
2012-04-16,27.4687,40.7318,0.32605348580669613,0.0,0.2637030276458298,1.236441950316198,-1.0,0.0016053467094421102,0.0,0.0016053467094421102,1.022962356244148,0.0,0.0,0.6070853963009164
2012-04-17,27.7521,41.274,0.248317455359663,0.0,0.27741606686139253,0.8951084130384261,-1.0,0.0008767217390518587,0.0,0.0008767217390518587,1.0238592095800991,0.0,0.0,0.6070853963009164
2012-04-18,27.6816,41.1106,0.2395714727266034,0.0,0.28787788369165873,0.8321982559216131,-1.0,-0.0005434260244035377,0.0,-0.0005434260244035377,1.023302817840288,0.0,0.0,0.6070853963009164
2012-04-19,27.5487,41.1216,0.0838303477382123,0.0,0.2885692717595915,0.2905033762848172,0.0,0.0026515946351925277,0.0004988010650523497,0.002152793570140178,1.025505777566841,1.0,0.9976021301046993,0.6070853963009164
2012-04-20,27.5095,41.4614,-0.16626685160990995,0.0,0.28523075781947,-0.5829204847365885,0.0,0.0,0.0,0.0,1.025505777566841,0.0,0.0,0.6070853963009164
2012-04-23,26.8481,40.5045,-0.26633518151814073,0.0,0.25676073156887863,-1.0372893856890015,1.0,0.0,0.0005,-0.0005,1.0249930246780576,1.0,1.0,0.6070853963009164
2012-04-24,27.0388,40.5084,-0.09637403577528936,0.0,0.2421086362414069,-0.39806112359905516,0.0,0.00366136191628123,0.0005018767100162625,0.0031594852062649674,1.0282314749760528,1.0,1.003753420032525,0.6070853963009164
2012-04-25,27.6835,41.8941,-0.30729751196689037,0.0,0.21615688042890904,-1.4216411310023334,1.0,0.0,0.0005,-0.0005,1.0277173592385649,1.0,1.0,0.6070853963009164
2012-04-26,28.0011,42.7374,-0.43625915508361857,0.0,0.2595330496002121,-1.680938731139011,1.0,-0.0036590142522635186,0.0,-0.0036590142522635186,1.0239569267738122,0.0,0.0,0.6070853963009164
2012-04-27,28.0794,43.0774,-0.47450460686296037,0.0,0.2852364706599852,-1.6635481632662303,1.0,-0.0023747488269358938,0.0,-0.0023747488269358938,1.0215252862631232,0.0,0.0,0.6070853963009164
2012-04-30,27.9593,42.5769,-0.22780503954287212,0.0,0.2712889767246271,-0.8397135862033439,1.0,0.003388210359927191,0.0,0.003388210359927191,1.0249864288209676,0.0,0.0,0.6070853963009164
2012-05-01,27.9836,42.9159,-0.33277963767023433,0.0,0.26763056432119836,-1.243429122209102,1.0,-0.0033731961286463507,0.0,-0.0033731961286463507,1.0215289485673535,0.0,0.0,0.6070853963009164
2012-05-02,27.7774,42.5002,-0.2118336517579653,0.0,0.2256259719300738,-0.9388708664427027,1.0,0.0008543260094369098,0.0,0.0008543260094369098,1.0224016673175074,0.0,0.0,0.6070853963009164
2012-05-03,26.4602,41.6548,-0.8745838643944097,0.0,0.35488058428684655,-2.4644455152482845,1.0,-0.015005417168313624,0.0,-0.015005417168313624,1.0070601037858289,0.0,0.0,0.6070853963009164
2012-05-04,26.7798,41.3877,-0.32433557441316907,0.0,0.35831766667740955,-0.9051621077482783,1.0,0.009309547308533405,0.0,0.009309547308533405,1.0164353774645596,0.0,0.0,0.6070853963009164
2012-05-07,26.944,41.0558,0.06523468651717224,0.0,0.3452941924202596,0.18892494559472553,0.0,0.007045312300484572,0.0004996407748490203,0.006545671525635552,1.023088629572478,1.0,0.9992815496980406,0.6070853963009164
2012-05-08,26.8607,40.634,0.2634382992544406,0.0,0.3128395388979893,0.8420876088183423,0.0,0.0,0.0,0.0,1.023088629572478,0.0,0.0,0.6070853963009164
2012-05-09,26.6967,39.8067,0.5736370419903345,0.0,0.354615662838754,1.617630302616303,-1.0,0.0,0.0005,-0.0005,1.0225770852576916,1.0,1.0,0.6070853963009164
2012-05-10,26.8657,39.8187,0.6717020026163762,0.0,0.42455572441564066,1.582129185846942,-1.0,-0.003179437281598965,0.0,-0.003179437281598965,1.0193258655495145,0.0,0.0,0.6070853963009164
2012-05-11,26.8089,39.7657,0.5730790579273481,0.0,0.46875104928140643,1.2225659202382078,-1.0,0.00048246339584052825,0.0,0.00048246339584052825,1.0198176529680756,0.0,0.0,0.6070853963009164
2012-05-14,26.5316,39.0152,0.6779410422506889,0.0,0.5257696974435229,1.2894258561249852,-1.0,-0.003499849358829387,0.0,-0.003499849358829387,1.0162484448092124,0.0,0.0,0.6070853963009164
2012-05-15,26.5081,39.0181,0.5636007488312398,0.0,0.555562187898281,1.0144692369424366,-1.0,0.0005030262280459542,0.0,0.0005030262280459542,1.0167596444311622,0.0,0.0,0.6070853963009164
2012-05-16,26.7701,38.5386,0.9769252457589603,0.0,0.645541597692928,1.5133420514655438,-1.0,-0.011018883034255142,0.0,-0.011018883034255142,1.0055560888352244,0.0,0.0,0.6070853963009164
2012-05-17,26.1953,37.5229,0.7943902678842232,0.0,0.5562715302898176,1.4280620607535779,-1.0,-0.000833559965683277,0.0,-0.000833559965683277,1.0047178975363222,0.0,0.0,0.6070853963009164
2012-05-18,25.658,37.1421,0.3427042109421006,0.0,0.4565142839401963,0.7506976736504374,-1.0,0.00625058657047851,0.0,0.00625058657047851,1.0109979737337822,0.0,0.0,0.6070853963009164
2012-05-21,26.4671,38.6523,0.13676087044752983,0.0,0.3765355318236393,0.363208406349246,0.0,0.0022345644205390308,0.0005179013514470637,0.0017166630690919672,1.0127335166182176,1.0,1.0358027028941275,0.6070853963009164
2012-05-22,26.9673,38.9204,0.3595111221891303,0.0,0.31916800840186443,1.1264008695272172,-1.0,0.0,0.0005,-0.0005,1.0122271498599087,1.0,1.0,0.6070853963009164
2012-05-23,27.1443,39.2644,0.24999150482021548,0.0,0.2909952678902314,0.8590913063043923,-1.0,0.0006292555289456628,0.0,0.0006292555289456628,1.0128640993905071,0.0,0.0,0.6070853963009164
2012-05-24,27.2819,39.5215,0.17184727145318313,0.0,0.26807858488996644,0.6410331937693504,-1.0,0.00036251943363526393,0.0,0.00036251943363526393,1.0132312823101677,0.0,0.0,0.6070853963009164
2012-05-25,27.1893,38.9693,0.3280915463291496,0.0,0.24540132321574407,1.3369591574724664,-1.0,-0.004732001591797335,0.0,-0.004732001591797335,1.0084366702694172,0.0,0.0,0.6070853963009164
2012-05-29,27.3953,39.1687,0.33598747913996174,0.0,0.2416243425069392,1.3905365479900376,-1.0,-0.001670642983504273,0.0,-0.001670642983504273,1.0067519326219232,0.0,0.0,0.6070853963009164
2012-05-30,26.7601,38.745,-0.08376994062031162,0.0,0.1820702445454882,-0.4600968204850334,0.0,0.007386125368014041,0.0004912805205341632,0.006894844847479878,1.013693330997252,1.0,0.9825610410683263,0.6070853963009164
2012-05-31,26.2393,38.2695,-0.2791575026936881,0.0,0.20601595984785354,-1.3550285274007456,1.0,0.0,0.0005,-0.0005,1.0131864843317535,1.0,1.0,0.6070853963009164
2012-06-01,25.5662,36.8809,-0.08532360383275872,0.0,0.20310580287335064,-0.4200943676925046,0.0,0.003434230483134108,0.0004846772513309106,0.0029495532318031975,1.0161749318010336,1.0,0.9693545026618212,0.6070853963009164
2012-06-04,26.0019,37.6794,-0.13615259443579042,0.0,0.20170439929792322,-0.6750105347711782,0.0,0.0,0.0,0.0,1.0161749318010336,0.0,0.0,0.6070853963009164
2012-06-05,25.9238,38.428,-0.6280036475456798,0.0,0.2844763745684261,-2.207577513241346,1.0,0.0,0.0005,-0.0005,1.015666844335133,1.0,1.0,0.6070853963009164
2012-06-06,26.4963,39.5345,-0.6428625243658113,0.0,0.360930105862352,-1.7811274646371003,1.0,-0.0020149074698678467,0.0,-0.0020149074698678467,1.013620369623585,0.0,0.0,0.6070853963009164
2012-06-07,26.6028,39.1368,-0.24852107191373385,0.0,0.36655814824579586,-0.6779853976867207,1.0,0.006890251932091822,0.0,0.006890251932091822,1.0206044693337917,0.0,0.0,0.6070853963009164
2012-06-08,26.549,39.2155,-0.29538550572942324,0.0,0.3746250834422093,-0.7884829894872488,1.0,-0.0020169424996578805,0.0,-0.0020169424996578805,1.0185459688042515,0.0,0.0,0.6070853963009164
2012-06-11,26.4982,38.9573,-0.12105455888008443,0.0,0.33463259958293984,-0.3617536337791281,0.0,0.002104001871515391,0.0004979391849953252,0.0016060626865200657,1.0201818174792534,1.0,0.9958783699906504,0.6070853963009164
2012-06-12,26.6869,39.3242,-0.07481401287041667,0.0,0.2467321554270426,-0.30321954891095976,0.0,0.0,0.0,0.0,1.0201818174792534,0.0,0.0,0.6070853963009164
2012-06-13,26.172,38.5746,-0.08617753495621283,0.0,0.21603080518580603,-0.398913177600261,0.0,0.0,0.0,0.0,1.0201818174792534,0.0,0.0,0.6070853963009164
2012-06-14,26.5296,39.4488,-0.21672800761670974,0.0,0.22147709274076444,-0.9785572175194956,0.0,0.0,0.0,0.0,1.0201818174792534,0.0,0.0,0.6070853963009164
2012-06-15,26.9692,40.1675,-0.15421559558992026,0.0,0.18512926909538088,-0.8330157426941845,0.0,0.0,0.0,0.0,1.0201818174792534,0.0,0.0,0.6070853963009164
2012-06-18,27.3582,40.0679,0.30462245678812483,0.0,0.1644686359440008,1.8521613865141096,-1.0,0.0,0.0005,-0.0005,1.0196717265705137,1.0,1.0,0.6070853963009164
2012-06-19,27.6378,40.2503,0.41271925227075457,0.0,0.21413826916237197,1.9273493424839774,-1.0,-0.003267383016853819,0.0,-0.003267383016853819,1.0163400684883512,0.0,0.0,0.6070853963009164
2012-06-20,27.9209,40.3659,0.5336532603068225,0.0,0.26519086808913467,2.0123364886284603,-1.0,-0.004088879761699386,0.0,-0.004088879761699386,1.012184376151305,0.0,0.0,0.6070853963009164
2012-06-21,27.2116,39.6491,0.22973305722782023,0.0,0.27687726434453763,0.8297288611676956,-1.0,0.005229062740384224,0.0,0.005229062740384224,1.0174771517590366,0.0,0.0,0.6070853963009164
2012-06-22,28.4614,40.957,0.6000099891716539,0.0,0.3428620117342526,1.750004283462914,-1.0,-0.008887974391271328,0.0,-0.008887974391271328,1.0084338408904987,0.0,0.0,0.6070853963009164
2012-06-25,27.6191,40.339,0.104679753292519,0.0,0.34082092585889073,0.3071400414417608,0.0,0.008759760848910971,0.0004885845233162898,0.008271176325594681,1.0167747750012008,1.0,0.9771690466325796,0.6070853963009164
2012-06-26,28.0481,40.6918,0.26640502427566926,0.0,0.34554441899307425,0.770971862465557,0.0,0.0,0.0,0.0,1.0167747750012008,0.0,0.0,0.6070853963009164
2012-06-27,28.1147,40.662,0.2835491747092931,0.0,0.3410820558216534,0.8313224629370611,0.0,0.0,0.0,0.0,1.0167747750012008,0.0,0.0,0.6070853963009164
2012-06-28,27.6738,39.6611,0.3487493708303493,0.0,0.303211457063754,1.150185333389366,-1.0,0.0,0.0005,-0.0005,1.0162663876137004,1.0,1.0,0.6070853963009164
2012-06-29,28.1605,40.4905,0.23241160143888795,0.0,0.21045740122553072,1.1043165984446925,-1.0,0.00032494972980599113,0.0,0.00032494972980599113,1.0165966231017662,0.0,0.0,0.6070853963009164
2012-07-02,28.8394,41.4086,0.2872184381770797,0.0,0.20580583571145633,1.3955796597515602,-1.0,-0.002304342064147521,0.0,-0.002304342064147521,1.0142540367408825,0.0,0.0,0.6070853963009164
2012-07-03,28.7761,41.5891,0.08178611700152594,0.0,0.19410121212264841,0.42135809512537736,0.0,0.0032027687921217666,0.0005004286834586671,0.0027023401086630995,1.0169948961047408,1.0,1.0008573669173342,0.6070853963009164
2012-07-05,28.9296,41.8273,0.07852783541806474,0.0,0.1957530845264273,0.4011575889495791,0.0,0.0,0.0,0.0,1.0169948961047408,0.0,0.0,0.6070853963009164
2012-07-06,28.5338,41.605,-0.19579724832174428,0.0,0.17503380481503794,-1.1186253337099512,1.0,0.0,0.0005,-0.0005,1.0164863986566886,1.0,1.0,0.6070853963009164
2012-07-09,28.1665,40.6271,0.04003381349695623,0.0,0.1699990894454527,0.23549428192556177,0.0,0.004208256677760916,0.0004910676664667801,0.0037171890112941354,1.0202648707279052,1.0,0.98213533293356,0.6070853963009164
2012-07-10,27.8508,39.5873,0.2867765993307101,0.0,0.1593952348699539,1.7991541564255862,-1.0,0.0,0.0005,-0.0005,1.0197547382925414,1.0,1.0,0.6070853963009164
2012-07-11,27.5018,39.5535,-0.0561784449352567,0.0,0.1466448287576953,-0.38309189223495677,0.0,0.006331096138443796,0.0004964389616788532,0.005834657176764943,1.02570465759486,1.0,0.9928779233577064,0.6070853963009164
2012-07-12,27.9328,39.9671,0.09973467096573607,0.0,0.14513727121497136,0.6871747700011059,0.0,0.0,0.0,0.0,1.02570465759486,0.0,0.0,0.6070853963009164
2012-07-13,28.2671,40.4706,0.11818073675878349,0.0,0.1506731360172876,0.7843517423386205,0.0,0.0,0.0,0.0,1.02570465759486,0.0,0.0,0.6070853963009164
2012-07-16,28.9597,41.1574,0.3544010116586227,0.0,0.1954700626037538,1.81307053846422,-1.0,0.0,0.0005,-0.0005,1.0251918052660627,1.0,1.0,0.6070853963009164
2012-07-17,29.205,41.0418,0.6110521911346938,0.0,0.2889348784956532,2.1148439894697124,-1.0,-0.005848079484667688,0.0,-0.005848079484667688,1.0191964021018367,0.0,0.0,0.6070853963009164
2012-07-18,29.1091,41.1504,0.38928988076069615,0.0,0.3152953063585073,1.234683399688967,-1.0,0.002990148751445429,0.0,0.002990148751445429,1.0222439509510592,0.0,0.0,0.6070853963009164
2012-07-19,28.5563,40.3131,0.29020761237556325,0.0,0.3237494095648215,0.8963958042909034,-1.0,0.0008224561249475465,0.0,0.0008224561249475465,1.0230847017497093,0.0,0.0,0.6070853963009164
2012-07-20,28.6383,39.8615,0.5300720384999966,0.0,0.3264296321988314,1.6238477950957733,-1.0,-0.006716219999352679,0.0,-0.006716219999352679,1.0162134398147862,0.0,0.0,0.6070853963009164
2012-07-23,28.3519,39.1896,0.5457641905563237,0.0,0.3506100810695581,1.5566129441898413,-1.0,-0.0022995101667146966,0.0,-0.0022995101667146966,1.01387664667838,0.0,0.0,0.6070853963009164
2012-07-24,27.9348,38.6134,0.41094274915916174,0.0,0.3728214479712521,1.1022508264890627,-1.0,0.0012906231666935752,0.0,0.0012906231666935752,1.0151851793667528,0.0,0.0,0.6070853963009164
2012-07-25,27.8341,38.8427,0.09465643781829147,0.0,0.3109999898272765,0.3043615463488017,0.0,0.004669547408693783,0.0005003747309850191,0.004169172677708765,1.0194176616793835,1.0,1.0007494619700381,0.6070853963009164
