process_var_multiplier,entry_z,exit_z,vol_span,annual_return,annual_volatility,sharpe,max_drawdown,total_return,trade_count,active_day_ratio
5e-05,1.75,0.75,60,0.006730987948776024,0.05293113278917569,0.15313342253725049,-0.10973346270903428,0.058735156951207346,31.0,0.5844216417910447
5e-05,2.0,0.0,10,0.020607144941934274,0.05879637828128846,0.37626432934519966,-0.11263588759474907,0.18951094778857303,32.5,0.7854477611940298
5e-05,2.0,0.0,20,0.016704957369666484,0.05555077503957247,0.32594250298341254,-0.112452990718235,0.15136786087466558,26.0,0.7322761194029851
5e-05,2.0,0.0,40,0.012217862597602602,0.05277652509272896,0.25641446513180904,-0.10625757656171608,0.10884497288430528,21.0,0.652518656716418
5e-05,2.0,0.0,60,0.016182807114273334,0.054681656702013554,0.3208370013188587,-0.09882888478298546,0.14634672778417324,20.0,0.617070895522388
5e-05,2.0,0.25,10,0.021127287540289474,0.05804823612566986,0.3891385206990253,-0.11263588759474874,0.19467853133388946,37.5,0.7714552238805971
5e-05,2.0,0.25,20,0.015699500300933256,0.0548141493863007,0.3115293785262576,-0.11245299071823645,0.14171635434502217,29.0,0.7164179104477612
5e-05,2.0,0.25,40,0.011154170989475354,0.051994445385421736,0.23926099223519462,-0.1062575765617162,0.09897026854122948,23.0,0.6352611940298507
5e-05,2.0,0.25,60,0.01499240486006026,0.053696897736569965,0.3038992133608706,-0.09882888478298524,0.13497168733354026,22.0,0.6049440298507462
5e-05,2.0,0.5,10,0.017056974097811706,0.057681134040133905,0.3220004879003805,-0.1126358875947493,0.1547638886516547,37.5,0.7681902985074627
5e-05,2.0,0.5,20,0.015100886679590753,0.05463291227543851,0.3015903643325208,-0.11245299071823533,0.13600415792565723,30.0,0.7112873134328358
5e-05,2.0,0.5,40,0.009670071822358572,0.05155198819200867,0.21237780269631476,-0.10625757656171586,0.08532242991226102,24.0,0.6175373134328358
5e-05,2.0,0.5,60,0.013060257790463492,0.05208474741146454,0.2750854696065465,-0.09882888478298602,0.11672076215904781,24.0,0.5727611940298507
5e-05,2.0,0.75,10,0.015879099905392602,0.05749102964044877,0.3027179541413641,-0.1126358875947493,0.14343509715601543,39.5,0.7639925373134329
5e-05,2.0,0.75,20,0.014297066610336584,0.053661172723070055,0.2913048209924626,-0.11245299071823533,0.12837348034816798,35.0,0.6968283582089553
5e-05,2.0,0.75,40,0.007805451404517161,0.051007050389482285,0.17785914536982592,-0.10625757656171586,0.06838744657487261,27.0,0.6068097014925373
5e-05,2.0,0.75,60,0.011780115955351445,0.05127066749583132,0.2539706163678385,-0.09882888478298613,0.10477174290467905,27.0,0.5569029850746269
0.0001,1.0,0.0,10,0.02199699072898098,0.06328817735857567,0.375399578417811,-0.11543115941124127,0.20336324271016903,64.5,0.9169776119402985
0.0001,1.0,0.0,20,0.022981335620193555,0.0627977929525917,0.39316970811462076,-0.11263588759474708,0.21325991891861262,58.5,0.894589552238806
0.0001,1.0,0.0,40,0.02061529436832843,0.0626751252618237,0.3568709316116202,-0.1126358875947503,0.18959175946921514,50.5,0.8777985074626866
0.0001,1.0,0.0,60,0.02113055856371493,0.06210498260080547,0.367701171578906,-0.11263588759474952,0.19471109132626196,46.5,0.8507462686567164
0.0001,1.0,0.25,10,0.019458820045848313,0.062471743774773505,0.33967531013754476,-0.1154311594112406,0.17817219937834294,73.5,0.9020522388059702
0.0001,1.0,0.25,20,0.021729986666057632,0.06189617890917157,0.37821067146820503,-0.11263588759474841,0.20069107733363056,69.5,0.8763992537313433
0.0001,1.0,0.25,40,0.023438788884089012,0.06107757305447996,0.40981959386502576,-0.11263588759474863,0.21788358275204267,63.5,0.84375
0.0001,1.0,0.25,60,0.024565292147954665,0.06015468931733554,0.4334624159149193,-0.11263588759474852,0.2293359609783947,57.5,0.8120335820895522
0.0001,1.0,0.5,10,0.0208267687602377,0.06176745888384267,0.3645511898771417,-0.11543115941124049,0.19169048540255784,85.5,0.8903917910447762
0.0001,1.0,0.5,20,0.023511901216917153,0.060845934151083754,0.4123201128161003,-0.1126358875947493,0.2186239978303821,83.5,0.8619402985074627
0.0001,1.0,0.5,40,0.021313781410502886,0.05964083162705704,0.38338189512545173,-0.11362732085578442,0.1965361550654381,73.5,0.8227611940298507
0.0001,1.0,0.5,60,0.02277476340124096,0.05875552837901756,0.41259716860458306,-0.11263588759474963,0.2111770923918288,71.5,0.7831156716417911
0.0001,1.0,0.75,10,0.02183043859805922,0.06008139501706486,0.38942532670152324,-0.11543115941124094,0.20169578095819962,102.5,0.8824626865671642
0.0001,1.0,0.75,20,0.018811102810268432,0.05962195880612867,0.3423297145774081,-0.11263588759474963,0.17181869791337556,98.5,0.8498134328358209
0.0001,1.0,0.75,40,0.017292920167540915,0.05834076396507561,0.32299022692662593,-0.11263588759474796,0.15704508750005397,95.5,0.7905783582089553
0.0001,1.0,0.75,60,0.018433321098752398,0.05709536704932593,0.3483995732771612,-0.11263588759474852,0.1681269889677932,89.5,0.7378731343283582
0.0001,1.25,0.0,10,0.018716673248084126,0.06235279507639314,0.3285275295363155,-0.11263588759474752,0.17089496192022913,55.5,0.8875932835820896
0.0001,1.25,0.0,20,0.021039134295825157,0.06140412902158737,0.36973136920663807,-0.11263588759474774,0.1938013427374854,48.5,0.8614738805970149
0.0001,1.25,0.0,40,0.019194191415827566,0.0613352716993824,0.34059078117200575,-0.11263588759474785,0.17557277619774547,40.5,0.8288246268656716
0.0001,1.25,0.0,60,0.015951772216176607,0.06081910029903066,0.29056750053977154,-0.1126358875947494,0.14413120949710367,34.5,0.7985074626865671
0.0001,1.25,0.25,10,0.017359851509960222,0.06158705185597071,0.3101980844561303,-0.11263588759474796,0.15769292383688027,63.5,0.8698694029850746
0.0001,1.25,0.25,20,0.01919160360023997,0.060707232216326595,0.3434397136867434,-0.11263588759474841,0.17554738132707026,56.5,0.8414179104477612
0.0001,1.25,0.25,40,0.020358170322217095,0.05959356769090649,0.367930665234893,-0.1126358875947494,0.18704438900024511,47.5,0.7933768656716418
0.0001,1.25,0.25,60,0.015599101440931573,0.05865775477279896,0.2931513804261773,-0.1126358875947494,0.14075654525929315,39.0,0.7513992537313433
